tanggal,stasiun,curah_hujan,suhu,kelembapan,tekanan_udara,kecepatan_angin,arah_angin,gelombang_signifikan,arus_laut,arah_arus_laut,latitude,longitude,forecast_num_1,forecast_num_2,forecast_num_3,forecast_num_4,forecast_num_5,forecast_num_6,forecast_num_7,intensitas_hujan,intensitas_forecast_1,intensitas_forecast_2,intensitas_forecast_3,intensitas_forecast_4,intensitas_forecast_5,intensitas_forecast_6,intensitas_forecast_7
2024-01-02,Stasiun Meteorologi Perak 1,13.947431043807462,30.6,74.0,1000.43,1.87734,85.0,0.2218777767857143,0.85942,126.0,-7.223150593,112.7240614,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-02,Stasiun Meteorologi Maritim Tanjung Perak,13.947431043807462,30.9,72.0,1001.38,1.93647,84.0,0.2218777767857143,0.85942,126.0,-7.204320905,112.7351022,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-02,Stasiun Meteorologi Trunojoyo,15.2,30.1,81.0,1007.19,4.0,72.0,0.00089,2.0,120.0,-7.03976,113.914,15.2,15.2,15.2,15.2,15.2,15.2,15.2,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-02,Stasiun Meteorologi Tuban,0.7,30.2,77.0,1004.94,2.0,97.0,0.00283,3.0,340.0,-6.8229,111.99177,0.7,0.7,0.7,0.7,0.7,0.7,0.7,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-02,Stasiun Meteorologi Banyuwangi,0.1,30.3,72.0,1011.57,1.0,171.0,0.07943,5.0,166.0,-8.214848016,114.3553195,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-02,Stasiun Geofisika Pasuruan,9.5,24.5,88.0,1005.46,1.0,97.0,0.00037,2.0,112.0,-7.639341409,112.6882624,9.5,9.5,9.5,9.5,9.5,9.5,9.5,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-02,Stasiun Meteorologi Dhoho,13.947431043807462,27.50864055299539,77.54426774270117,1002.94,1.0,239.0,0.2218777767857143,7.0,77.0,-7.75487,111.9469,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-02,Stasiun Klimatologi Jawa Timur,13.947431043807462,27.1,77.0,1017.33,1.0,119.0,0.2218777767857143,2.0,112.0,-7.9008,112.5979,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-02,Stasiun Geofisika Malang,0.1,30.0,70.0,1008.87,1.0,113.0,0.2218777767857143,3.0,96.0,-8.15,112.45,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-02,Stasiun Geofisika Nganjuk,13.947431043807462,24.7,88.0,1010.34,1.0,247.0,0.2218777767857143,2.0,35.0,-7.73486,111.76682,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-02,Stasiun Meteorologi Sangkapura,13.947431043807462,30.2,80.0,1002.88,1.0,21.0,0.00781,5.0,99.0,-5.8511,112.6578,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-03,Stasiun Meteorologi Juanda,13.947431043807462,27.8,90.0,1007.28,0.99962,1.0,0.2218777767857143,1.64867,178.0,-7.37235119,112.7816993,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-03,Stasiun Meteorologi Perak 1,0.1,27.5,89.0,1010.55,1.96805,5.0,0.2218777767857143,0.36216,106.0,-7.223150593,112.7240614,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-03,Stasiun Meteorologi Maritim Tanjung Perak,13.947431043807462,27.50864055299539,87.0,1004.25,2.17169,5.0,0.2218777767857143,0.36216,106.0,-7.204320905,112.7351022,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-03,Stasiun Meteorologi Trunojoyo,13.947431043807462,28.5,85.0,1011.88,3.0,343.0,0.00271,2.0,130.0,-7.03976,113.914,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-03,Stasiun Meteorologi Tuban,14.2,26.4,92.0,1007.0,6.0,355.0,0.02745,1.0,50.0,-6.8229,111.99177,14.2,14.2,14.2,14.2,14.2,14.2,14.2,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-03,Stasiun Meteorologi Banyuwangi,0.1,29.3,74.0,1008.54,3.0,41.0,0.06788,5.0,151.0,-8.214848016,114.3553195,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-03,Stasiun Geofisika Pasuruan,31.4,23.0,93.0,1006.99,4.109479160363086,57.0,0.00033,1.0,135.0,-7.639341409,112.6882624,31.4,31.4,31.4,31.4,31.4,31.4,31.4,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang
2024-01-03,Stasiun Meteorologi Dhoho,13.947431043807462,27.50864055299539,77.54426774270117,1019.26,2.0,355.0,0.2218777767857143,9.0,92.0,-7.75487,111.9469,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-03,Stasiun Klimatologi Jawa Timur,13.947431043807462,26.4,79.0,1009.93,1.0,34.0,0.2218777767857143,1.0,135.0,-7.9008,112.5979,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-03,Stasiun Geofisika Malang,13.947431043807462,28.3,78.0,1004.71,1.0,32.0,0.2218777767857143,4.0,88.0,-8.15,112.45,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-03,Stasiun Geofisika Nganjuk,19.0,23.5,88.0,1014.11,3.0,355.0,0.2218777767857143,5.0,107.0,-7.73486,111.76682,19.0,19.0,19.0,19.0,19.0,19.0,19.0,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-03,Stasiun Meteorologi Sangkapura,1.2,27.8,87.0,1003.9,7.0,322.0,0.08448,8.0,97.0,-5.8511,112.6578,1.2,1.2,1.2,1.2,1.2,1.2,1.2,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-04,Stasiun Meteorologi Juanda,1.5,29.0,82.0,1011.04,2.05258,162.0,0.2218777767857143,1.01576,110.0,-7.37235119,112.7816993,1.5,1.5,1.5,1.5,1.5,1.5,1.5,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-04,Stasiun Meteorologi Perak 1,4.5,29.2,78.0,1000.2,1.85706,162.0,0.2218777767857143,0.949,90.0,-7.223150593,112.7240614,4.5,4.5,4.5,4.5,4.5,4.5,4.5,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-04,Stasiun Meteorologi Maritim Tanjung Perak,6.7,29.5,77.0,1003.36,1.81608,161.0,0.2218777767857143,0.949,90.0,-7.204320905,112.7351022,6.7,6.7,6.7,6.7,6.7,6.7,6.7,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-04,Stasiun Meteorologi Trunojoyo,13.947431043807462,29.4,81.0,1010.98,2.0,76.0,0.01797,1.0,119.0,-7.03976,113.914,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-04,Stasiun Meteorologi Tuban,7.0,28.6,80.0,1013.69,4.109479160363086,72.0,0.13485,4.0,340.0,-6.8229,111.99177,7.0,7.0,7.0,7.0,7.0,7.0,7.0,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-04,Stasiun Meteorologi Banyuwangi,13.947431043807462,29.3,74.0,1010.86,1.0,177.0,0.06262,3.0,206.0,-8.214848016,114.3553195,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-04,Stasiun Geofisika Pasuruan,2.5,24.6,84.0,1009.42,2.0,154.0,0.00018,1.0,125.0,-7.639341409,112.6882624,2.5,2.5,2.5,2.5,2.5,2.5,2.5,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-04,Stasiun Meteorologi Dhoho,0.1,29.7,72.0,1008.49,1.0,169.0,0.2218777767857143,13.0,95.0,-7.75487,111.9469,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-04,Stasiun Klimatologi Jawa Timur,13.947431043807462,26.1,77.0,1002.61,1.0,113.0,0.2218777767857143,1.0,125.0,-7.9008,112.5979,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-04,Stasiun Geofisika Malang,0.1,27.3,79.0,1006.4,2.0,68.0,0.2218777767857143,5.0,109.0,-8.15,112.45,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-04,Stasiun Geofisika Nganjuk,18.0,24.0,85.0,1007.7,4.109479160363086,169.0,0.2218777767857143,3.0,131.0,-7.73486,111.76682,18.0,18.0,18.0,18.0,18.0,18.0,18.0,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-04,Stasiun Meteorologi Sangkapura,1.2,28.1,86.0,1015.29,2.0,204.0,0.07493,7.0,100.0,-5.8511,112.6578,1.2,1.2,1.2,1.2,1.2,1.2,1.2,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-05,Stasiun Meteorologi Juanda,2.2,28.8,83.0,1011.72,2.47781,134.0,0.2218777767857143,1.25,180.0,-7.37235119,112.7816993,2.2,2.2,2.2,2.2,2.2,2.2,2.2,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-05,Stasiun Meteorologi Perak 1,13.947431043807462,29.1,78.0,1001.18,0.69195,154.0,0.2218777767857143,0.41414,104.0,-7.223150593,112.7240614,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-05,Stasiun Meteorologi Maritim Tanjung Perak,0.1,29.8,75.0,1011.62,0.6276,161.0,0.2218777767857143,0.41414,104.0,-7.204320905,112.7351022,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-05,Stasiun Meteorologi Trunojoyo,13.947431043807462,28.9,83.0,1008.07,1.0,211.0,0.00542,2.0,127.0,-7.03976,113.914,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-05,Stasiun Meteorologi Tuban,0.1,28.5,78.0,1006.62,2.0,197.0,0.04599,1.0,43.0,-6.8229,111.99177,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-05,Stasiun Meteorologi Banyuwangi,0.1,27.8,81.0,1013.06,2.0,210.0,0.0728,5.0,214.0,-8.214848016,114.3553195,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-05,Stasiun Geofisika Pasuruan,0.9,27.50864055299539,77.54426774270117,1015.15,3.0,149.0,0.00018,9.1697425858016,146.0,-7.639341409,112.6882624,0.9,0.9,0.9,0.9,0.9,0.9,0.9,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-05,Stasiun Meteorologi Dhoho,54.5,29.0,74.0,1014.66,1.0,175.0,0.2218777767857143,18.0,94.0,-7.75487,111.9469,54.5,54.5,54.5,54.5,54.5,54.5,54.5,Lebat,Lebat,Lebat,Lebat,Lebat,Lebat,Lebat,Lebat
2024-01-05,Stasiun Klimatologi Jawa Timur,13.947431043807462,25.2,83.0,1005.8,2.0,137.0,0.2218777767857143,9.1697425858016,146.0,-7.9008,112.5979,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-05,Stasiun Geofisika Malang,74.5,27.6,79.0,1008.45,2.0,110.0,0.2218777767857143,8.0,123.0,-8.15,112.45,74.5,74.5,74.5,74.5,74.5,74.5,74.5,Lebat,Lebat,Lebat,Lebat,Lebat,Lebat,Lebat,Lebat
2024-01-05,Stasiun Geofisika Nganjuk,66.0,23.2,87.0,1011.66,4.109479160363086,192.0,0.2218777767857143,4.0,133.0,-7.73486,111.76682,66.0,66.0,66.0,66.0,66.0,66.0,66.0,Lebat,Lebat,Lebat,Lebat,Lebat,Lebat,Lebat,Lebat
2024-01-05,Stasiun Meteorologi Sangkapura,8.5,28.4,85.0,1014.88,3.0,193.0,0.17976,6.0,101.0,-5.8511,112.6578,8.5,8.5,8.5,8.5,8.5,8.5,8.5,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-06,Stasiun Meteorologi Juanda,13.947431043807462,28.0,87.0,1007.6,3.04235,119.0,0.2218777767857143,3.85664,177.0,-7.37235119,112.7816993,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-06,Stasiun Meteorologi Perak 1,13.947431043807462,28.8,80.0,1009.07,2.8229,113.0,0.2218777767857143,0.76115,122.0,-7.223150593,112.7240614,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-06,Stasiun Meteorologi Maritim Tanjung Perak,13.947431043807462,29.2,79.0,1004.47,2.95607,111.0,0.2218777767857143,0.76115,122.0,-7.204320905,112.7351022,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-06,Stasiun Meteorologi Trunojoyo,1.5,28.0,86.0,1004.02,6.0,85.0,0.01332,2.0,136.0,-7.03976,113.914,1.5,1.5,1.5,1.5,1.5,1.5,1.5,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-06,Stasiun Meteorologi Tuban,0.1,27.9,83.0,1014.06,6.0,107.0,0.04995,2.0,336.0,-6.8229,111.99177,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-06,Stasiun Meteorologi Banyuwangi,3.2,27.3,82.0,1016.78,2.0,18.0,0.07953,3.0,176.0,-8.214848016,114.3553195,3.2,3.2,3.2,3.2,3.2,3.2,3.2,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-06,Stasiun Geofisika Pasuruan,41.2,22.4,94.0,1009.64,2.0,160.0,4e-05,1.0,212.0,-7.639341409,112.6882624,41.2,41.2,41.2,41.2,41.2,41.2,41.2,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang
2024-01-06,Stasiun Meteorologi Dhoho,13.0,28.9,77.0,1015.02,1.0,278.0,0.2218777767857143,10.0,93.0,-7.75487,111.9469,13.0,13.0,13.0,13.0,13.0,13.0,13.0,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-06,Stasiun Klimatologi Jawa Timur,7.8,25.1,84.0,1011.81,1.0,198.0,0.2218777767857143,1.0,212.0,-7.9008,112.5979,7.8,7.8,7.8,7.8,7.8,7.8,7.8,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-06,Stasiun Geofisika Malang,21.3,27.0,85.0,1006.77,1.0,39.0,0.2218777767857143,4.0,96.0,-8.15,112.45,21.3,21.3,21.3,21.3,21.3,21.3,21.3,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang
2024-01-06,Stasiun Geofisika Nganjuk,13.5,23.8,88.0,1011.81,1.0,283.0,0.2218777767857143,1.0,6.0,-7.73486,111.76682,13.5,13.5,13.5,13.5,13.5,13.5,13.5,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-06,Stasiun Meteorologi Sangkapura,0.1,28.6,86.0,1017.69,5.0,89.0,0.08805,3.0,109.0,-5.8511,112.6578,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-07,Stasiun Meteorologi Juanda,2.1,27.7,88.0,1009.82,1.19816,270.0,0.2218777767857143,1.89163,128.0,-7.37235119,112.7816993,2.1,2.1,2.1,2.1,2.1,2.1,2.1,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-07,Stasiun Meteorologi Perak 1,1.2,27.7,85.0,1017.82,1.69121,264.0,0.2218777767857143,1.01156,99.0,-7.223150593,112.7240614,1.2,1.2,1.2,1.2,1.2,1.2,1.2,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-07,Stasiun Meteorologi Maritim Tanjung Perak,0.1,28.2,82.0,996.9,1.75988,261.0,0.2218777767857143,1.01156,99.0,-7.204320905,112.7351022,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-07,Stasiun Meteorologi Trunojoyo,5.3,26.8,91.0,1014.11,4.0,206.0,0.00359,1.0,112.0,-7.03976,113.914,5.3,5.3,5.3,5.3,5.3,5.3,5.3,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-07,Stasiun Meteorologi Tuban,11.3,27.0,90.0,1010.44,1.0,97.0,0.01924,1.0,87.0,-6.8229,111.99177,11.3,11.3,11.3,11.3,11.3,11.3,11.3,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
2024-01-07,Stasiun Meteorologi Banyuwangi,0.6,28.3,75.0,1008.5,2.0,218.0,0.07524,4.0,126.0,-8.214848016,114.3553195,0.6,0.6,0.6,0.6,0.6,0.6,0.6,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan,Tidak Hujan
2024-01-07,Stasiun Geofisika Pasuruan,53.0,23.3,89.0,1010.46,4.109479160363086,227.0,0.2218777767857143,1.0,135.0,-7.639341409,112.6882624,53.0,53.0,53.0,53.0,53.0,53.0,53.0,Lebat,Lebat,Lebat,Lebat,Lebat,Lebat,Lebat,Lebat
2024-01-07,Stasiun Meteorologi Dhoho,13.947431043807462,28.6,78.0,1000.06,2.0,34.0,0.2218777767857143,17.0,90.0,-7.75487,111.9469,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,13.947431043807462,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan,Ringan
